latitude,longitude
21.091530795967902,79.08176329880212
21.091324051725337,79.08243322872158
21.09156358810832,79.08188215147
21.091175607900585,79.0817312384985
21.09156848287484,79.0825296863103
21.09140608417763,79.08193232830683
21.091653540740907,79.08170139677617
21.09121897430506,79.0826185470553
21.091801530984526,79.08158068910951
21.09170965855909,79.0820096680919
21.091122618164317,79.08213026715693
21.09192028617068,79.08267877955713
21.091667771476605,79.08235901551453
21.092108486449533,79.08166401461152
21.091430923665705,79.08166451295344
21.091252930849855,79.08273223379156
21.092366648802233,79.08212682268517
21.091668515896913,79.08215754914745
21.092026132239734,79.08233705835168
21.09206165303339,79.08211322305905
21.09143435977046,79.08166300656526
21.092214147821906,79.0820960412923
21.09153571721946,79.08167794577103
21.09159570492358,79.08234505636065
21.091516296879814,79.08230567774862
21.091983796771096,79.08148640455592
21.091809446658225,79.08214765158432
21.09222724686671,79.08263194764709
21.169877257271864,79.08183660796283
21.17038056194411,79.08287450114001
21.17000510333314,79.08266418308567
21.170690312506743,79.08208817708444
21.169859022075066,79.08185629311158
21.170186811051558,79.08286257467591
21.169877080651833,79.08220269889158
21.170859643504148,79.08193562577007
21.1700924755249,79.08165593034481
21.170082157641062,79.08165554005306
21.170460292361593,79.08223263968222
21.170001023444225,79.08218822196626
21.169733409692594,79.082710503715
21.16979747964064,79.08279946250403
21.169607437925098,79.08166404181097
21.169611904838668,79.08247911768777
21.170050731130424,79.08262283372103
21.169527534688047,79.08230564791208
21.170849318863322,79.08213993882707
21.170466787572742,79.08188892175758
21.170894030813926,79.08212262474439
21.1700162822151,79.08202480400801
21.16960525742715,79.082959341384
21.169712369541557,79.082720638138
21.169746854122074,79.08212555388192
21.16960039272033,79.08166702422268
21.169702889978055,79.08259402436413
21.1700679618214,79.08164780169393
21.170543455062532,79.08186220532544
21.170697668362056,79.0825758176728
21.08889763108384,79.04727615421896
21.089747105323866,79.04731592042481
21.089000614512052,79.04748673494828
21.088919749574,79.04742794506326
21.089830383809872,79.04751312872277
21.089945957378838,79.0471406045021
21.09008830156623,79.04776170482052
21.089267948555552,79.04801551227467
21.08941705769724,79.04806393895035
21.089263494557425,79.04772952129869
21.08928679074384,79.04800099017643
21.08946263409774,79.04767547137739
21.08883757109707,79.04829155508281
21.08889066653856,79.04752527427942
21.089801906052138,79.04742555665065
21.09011742263216,79.04795984742167
21.089088975348286,79.04820454987484
21.08959577235215,79.04783123057695
21.089890369653403,79.0477763875372
21.089147742910743,79.04744225275586
21.089928721826258,79.04768628831218
21.08923440334371,79.04754455779636
21.089827234666682,79.04733981528649
21.089437914457644,79.04714184685855
21.089708180351195,79.0475091965388
21.08886620872288,79.04815427025508
21.089571748788845,79.0470026290606
21.088835821084707,79.04758457633505
21.08965080941438,79.04800863195771
21.089611962991462,79.04780366636142
21.180904020250967,79.05434803814032
21.18168099304717,79.05433719486287
21.180880820798222,79.05459470221994
21.180907819488567,79.05509956112675
21.181193068754162,79.05560595174212
21.181296939012505,79.05533277838968
21.180827402569204,79.05536147182949
21.1817056717284,79.05568980106324
21.180942761460823,79.05546114117504
21.18198202832003,79.05511327012229
21.181380756689645,79.05494049924089
21.180858269604546,79.05483155523075
21.18199173389742,79.05440655154003
21.182154724874568,79.0551277956248
21.181514721684984,79.05547346351726
21.18161854808603,79.0543124558471
21.181361454320072,79.05514755242169
21.181152309141552,79.05514344185802
21.18146956233383,79.05548115970629
21.181052013317572,79.055508786723
21.181747205362793,79.05441208926227
21.18156618235287,79.05453842142857
21.181943132926435,79.0545767099652
21.181790525305374,79.05544481263597
21.181981911916548,79.05477186177136
21.18191709295916,79.05542096841972
21.180871148546697,79.05500952639686
21.181674183382288,79.05497089636586
21.18089914609244,79.0550729302736
21.18151273719002,79.05476042826689
21.139957315715403,79.09555353975183
21.13977677389944,79.0944548233805
21.140772649069874,79.09505015329607
21.140857387061867,79.09537889937663
21.14059115377886,79.09454074698749
21.14066641777027,79.094795201014
21.139884494863278,79.09523187244943
21.140537834704496,79.09483041069184
21.139938398613793,79.09466369247232
21.14033710600037,79.0953064557072
21.140525505858108,79.09544876448552
21.139894643597184,79.09447396525171
21.13976821710581,79.09454504846852
21.13974573868046,79.0949773884709
21.140466034409517,79.09492513433867
21.140208352543805,79.09453128103162
21.13997380483097,79.09450024858872
21.140722607426817,79.09494269049902
21.140705591230937,79.0946143003389
21.139508576986874,79.09435035327174
21.139901480622992,79.09488189330014
21.140657823846368,79.09552200234232
21.139866352242358,79.09445841331264
21.139953934316523,79.09518029518509
21.140486107330315,79.09492648431595
21.140462839160644,79.0947782581466
21.140595922348076,79.09537083533937
21.140588070942922,79.09478123405819
21.139942092246006,79.09530068125606
21.13984644920172,79.0950482503407
